direction	spBLEU	chrF++	len_ratio
knc_Latn-tpi_Latn	10.48	33.37	0.816
arz_Arab-jav_Latn	17.55	43.73	0.988
tuk_Latn-azj_Latn	21.61	40.42	0.944
uig_Arab-tha_Thai	24.73	32.83	0.871
mni_Beng-eng_Latn	24.77	49.57	1.186
epo_Latn-kin_Latn	22.35	45.94	0.981
yor_Latn-smo_Latn	17.28	39.46	0.948
umb_Latn-pap_Latn	10.18	28.48	0.863
taq_Latn-apc_Arab	10.12	23.78	0.954
pag_Latn-lao_Laoo	16.50	33.84	0.851
kas_Deva-heb_Hebr	19.42	34.63	1.001
fin_Latn-bak_Cyrl	26.09	44.38	1.012
kas_Arab-asm_Beng	17.75	31.56	0.968
bod_Tibt-gle_Latn	12.35	31.78	0.977
hun_Latn-pol_Latn	26.89	44.01	0.954
taq_Latn-gaz_Latn	4.51	24.87	1.078
ell_Grek-pes_Arab	25.41	42.27	0.997
lij_Latn-bjn_Arab	1.81	6.08	0.737
szl_Latn-swe_Latn	36.53	55.83	0.987
yor_Latn-mlt_Latn	21.31	36.75	0.933
ast_Latn-nld_Latn	29.38	50.17	0.980
san_Deva-mni_Beng	16.72	28.59	1.000
asm_Beng-isl_Latn	21.67	39.82	0.975
tsn_Latn-mya_Mymr	10.69	24.20	0.768
yue_Hant-mya_Mymr	12.64	26.42	0.820
als_Latn-mar_Deva	22.20	39.99	0.956
mlt_Latn-hat_Latn	27.37	50.21	1.036
ben_Beng-pag_Latn	16.15	42.32	1.085
vie_Latn-ydd_Hebr	12.23	31.50	1.019
san_Deva-scn_Latn	11.41	32.81	1.020
kbp_Latn-glg_Latn	12.66	31.54	0.920
mlt_Latn-lus_Latn	12.16	36.24	1.101
tgl_Latn-kon_Latn	16.90	44.21	1.035
ban_Latn-pes_Arab	24.06	40.66	0.976
dzo_Tibt-urd_Arab	12.96	30.57	0.907
kor_Hang-ewe_Latn	12.27	34.41	1.040
ars_Arab-fuv_Latn	3.10	21.32	1.147
fao_Latn-srd_Latn	22.51	43.43	0.985
grn_Latn-nso_Latn	17.08	40.08	0.980
bjn_Arab-ckb_Arab	9.21	28.62	1.076
hin_Deva-kab_Latn	12.24	31.06	1.019
dyu_Latn-prs_Arab	7.03	22.57	0.943
urd_Arab-kaz_Cyrl	24.21	43.62	0.975
amh_Ethi-oci_Latn	23.31	43.36	0.904
zul_Latn-pag_Latn	15.17	41.11	1.138
kan_Knda-nso_Latn	18.70	43.80	1.019
gla_Latn-amh_Ethi	20.88	29.77	1.031
tir_Ethi-mai_Deva	10.81	28.80	0.930
lit_Latn-nya_Latn	12.33	39.21	1.026
kat_Geor-pap_Latn	24.37	45.67	0.979
arz_Arab-nld_Latn	24.96	47.36	1.008
pol_Latn-slk_Latn	28.25	46.66	0.955
lao_Laoo-acm_Arab	10.31	27.41	1.445
bod_Tibt-bug_Latn	3.32	23.69	0.989
ell_Grek-sat_Beng	13.02	21.39	0.835
lin_Latn-kik_Latn	8.94	28.78	0.847
kac_Latn-mlt_Latn	17.46	32.85	0.990
lin_Latn-snd_Arab	16.28	31.54	0.943
mni_Beng-hin_Deva	21.58	38.80	0.960
fij_Latn-mag_Deva	16.01	32.11	0.944
eng_Latn-cjk_Latn	4.11	25.06	0.967
fon_Latn-plt_Latn	8.71	31.68	1.036
kan_Knda-rus_Cyrl	27.27	45.03	1.021
prs_Arab-smo_Latn	21.47	45.13	0.950
tir_Ethi-kas_Deva	2.89	13.67	0.781
mkd_Cyrl-szl_Latn	27.82	44.47	0.970
lua_Latn-luo_Latn	8.79	30.26	0.928
kan_Knda-vec_Latn	17.44	40.51	1.005
knc_Arab-awa_Deva	2.18	11.31	1.222
srd_Latn-ces_Latn	31.86	48.88	0.958
zho_Hant-guj_Gujr	19.96	36.10	0.996
prs_Arab-mlt_Latn	36.04	51.45	0.968
sin_Sinh-hne_Deva	21.57	41.69	0.938
ewe_Latn-kea_Latn	6.57	23.36	0.766
kac_Latn-smo_Latn	14.09	36.75	1.014
grn_Latn-rus_Cyrl	21.08	38.10	0.984
kir_Cyrl-knc_Latn	3.98	21.83	0.987
ltz_Latn-zul_Latn	23.32	46.14	0.986
swh_Latn-yue_Hant	11.42	14.40	0.794
mai_Deva-sin_Sinh	33.00	41.21	0.925
grn_Latn-vec_Latn	13.31	35.09	1.032
jav_Latn-umb_Latn	3.65	25.69	0.839
amh_Ethi-nya_Latn	13.35	39.58	1.001
kas_Deva-eus_Latn	14.56	36.45	1.031
hye_Armn-san_Deva	6.75	24.25	0.990
tat_Cyrl-fuv_Latn	3.41	20.96	1.101
mar_Deva-tpi_Latn	14.09	38.91	0.791
bug_Latn-lug_Latn	7.27	30.67	1.091
lit_Latn-oci_Latn	25.94	46.19	0.920
tel_Telu-crh_Latn	20.67	40.51	0.986
fur_Latn-dzo_Tibt	10.19	31.91	1.004
nus_Latn-fin_Latn	10.10	30.37	0.999
ilo_Latn-ltz_Latn	23.27	43.43	0.988
nld_Latn-run_Latn	15.49	38.02	1.010
ban_Latn-sat_Beng	11.83	20.16	0.791
sat_Beng-ltz_Latn	11.63	31.27	1.016
ary_Arab-hye_Armn	25.60	40.51	0.905
lus_Latn-ary_Arab	10.59	25.39	0.973
lij_Latn-isl_Latn	28.97	45.90	0.992
smo_Latn-ilo_Latn	19.97	44.99	0.982
asm_Beng-bjn_Arab	3.81	14.13	0.993
knc_Arab-bos_Latn	2.18	15.29	1.008
bem_Latn-umb_Latn	3.18	24.31	0.834
dan_Latn-ssw_Latn	16.85	41.49	1.021
taq_Latn-bam_Latn	4.20	21.94	1.071
fon_Latn-asm_Beng	8.00	19.55	0.943
deu_Latn-hrv_Latn	33.18	52.75	1.004
nno_Latn-crh_Latn	19.77	39.79	0.993
acm_Arab-swh_Latn	26.79	50.60	0.984
grn_Latn-lij_Latn	16.10	32.89	1.031
ace_Arab-xho_Latn	6.61	27.01	1.192
ron_Latn-mya_Mymr	12.67	26.86	0.824
bug_Latn-kam_Latn	3.72	22.72	1.135
slk_Latn-glg_Latn	32.07	53.36	0.954
luo_Latn-ace_Latn	6.98	28.15	0.901
kan_Knda-lij_Latn	20.32	38.36	1.036
apc_Arab-ary_Arab	20.93	37.32	0.950
deu_Latn-pbt_Arab	18.19	35.09	1.018
fra_Latn-slk_Latn	33.54	51.32	0.970
snd_Arab-kaz_Cyrl	25.53	44.85	0.994
oci_Latn-glg_Latn	38.28	58.81	0.987
ind_Latn-hye_Armn	32.57	46.89	0.949
heb_Hebr-pan_Guru	27.96	41.97	0.950
azj_Latn-sna_Latn	13.07	37.18	0.988
dzo_Tibt-prs_Arab	11.30	30.82	0.931
ace_Latn-ace_Arab	4.66	13.61	0.920
hne_Deva-kaz_Cyrl	27.76	46.87	0.994
ilo_Latn-lmo_Latn	7.92	29.91	0.893
sat_Beng-lmo_Latn	4.35	23.26	0.922
kik_Latn-pol_Latn	15.29	31.65	0.950
fur_Latn-cat_Latn	38.49	57.46	0.986
kir_Cyrl-acq_Arab	13.77	27.30	0.906
dyu_Latn-urd_Arab	6.95	20.80	1.025
bul_Cyrl-knc_Arab	5.95	8.19	1.033
tam_Taml-ory_Orya	22.85	38.52	0.937
som_Latn-vec_Latn	15.11	36.68	0.988
mar_Deva-kaz_Cyrl	25.17	44.32	0.979
sot_Latn-kbp_Latn	10.94	28.65	0.989
aka_Latn-cjk_Latn	3.33	22.61	0.963
som_Latn-rus_Cyrl	22.39	39.45	0.955
khk_Cyrl-bak_Cyrl	21.88	40.70	1.006
fao_Latn-ban_Latn	11.59	35.84	1.031
kin_Latn-spa_Latn	21.45	42.99	0.932
mos_Latn-nso_Latn	9.00	30.40	1.014
uig_Arab-cym_Latn	27.01	45.04	0.986
azb_Arab-pap_Latn	15.88	36.91	0.974
por_Latn-yue_Hant	13.00	15.80	0.820
lug_Latn-arb_Arab	18.50	33.87	0.866
gla_Latn-ita_Latn	24.75	45.96	0.959
hau_Latn-heb_Hebr	25.26	40.45	0.958
als_Latn-sot_Latn	15.94	41.85	0.978
ltz_Latn-ewe_Latn	13.62	35.23	1.006
lao_Laoo-zsm_Latn	30.66	55.14	0.993
spa_Latn-ajp_Arab	22.76	39.49	1.018
arb_Arab-ory_Orya	22.81	38.94	0.953
bjn_Latn-yue_Hant	11.79	14.64	0.855
hin_Deva-lug_Latn	10.40	36.24	1.070
lus_Latn-eng_Latn	17.80	41.34	1.209
ace_Latn-nno_Latn	17.04	37.51	0.942
swe_Latn-pes_Arab	27.62	44.02	0.991
fra_Latn-kir_Cyrl	24.55	43.15	1.044
tso_Latn-ayr_Latn	5.83	27.55	1.026
tgk_Cyrl-aeb_Arab	15.89	31.60	0.930
mlt_Latn-kon_Latn	18.07	44.58	1.022
bel_Cyrl-kbp_Latn	7.91	25.45	1.034
hun_Latn-mag_Deva	24.83	44.23	0.978
kat_Geor-amh_Ethi	20.35	28.87	1.040
mya_Mymr-tel_Telu	24.07	39.31	0.933
gla_Latn-pap_Latn	26.01	46.21	0.981
kas_Arab-slv_Latn	22.93	43.57	0.969
kir_Cyrl-som_Latn	10.19	33.49	0.926
ydd_Hebr-kat_Geor	28.15	44.05	0.946
snd_Arab-tpi_Latn	15.37	40.11	0.807
nus_Latn-hne_Deva	10.00	25.21	0.956
nso_Latn-kbp_Latn	10.92	28.42	0.961
hin_Deva-kam_Latn	4.54	25.60	1.133
som_Latn-lij_Latn	17.65	34.04	0.997
pes_Arab-sun_Latn	14.62	39.13	1.021
ben_Beng-bem_Latn	8.84	32.79	0.887
sag_Latn-ben_Beng	12.60	24.14	0.979
gaz_Latn-heb_Hebr	20.59	36.24	0.942
apc_Arab-eng_Latn	39.23	62.72	1.037
hne_Deva-tpi_Latn	15.58	40.61	0.803
eus_Latn-acm_Arab	15.58	32.40	1.168
kas_Arab-fra_Latn	31.60	51.06	0.963
sna_Latn-szl_Latn	16.02	32.54	0.932
min_Latn-ilo_Latn	19.42	46.75	1.073
kac_Latn-lvs_Latn	11.99	31.56	1.014
sin_Sinh-fin_Latn	22.77	43.31	0.974
taq_Latn-lit_Latn	9.59	27.20	1.000
azb_Arab-ita_Latn	16.15	37.57	0.961
glg_Latn-snd_Arab	22.48	39.60	1.037
yor_Latn-ory_Orya	14.36	28.56	0.900
fur_Latn-als_Latn	31.74	52.11	0.958
glg_Latn-kik_Latn	11.29	32.00	0.931
umb_Latn-amh_Ethi	7.66	13.03	0.834
acm_Arab-lua_Latn	6.97	33.61	1.144
ace_Latn-tuk_Latn	12.57	30.92	0.935
tgl_Latn-hat_Latn	23.06	46.07	1.039
prs_Arab-lvs_Latn	25.85	46.35	0.954
zul_Latn-bem_Latn	10.12	34.03	0.875
crh_Latn-mya_Mymr	13.80	28.09	0.855
tgl_Latn-lus_Latn	12.23	36.41	1.089
pan_Guru-kin_Latn	20.87	44.56	0.993
kmb_Latn-glg_Latn	12.30	30.53	0.922
fij_Latn-pol_Latn	15.49	32.16	0.930
san_Deva-dik_Latn	2.83	19.46	1.520
vec_Latn-mri_Latn	20.57	43.15	0.961
hin_Deva-nob_Latn	26.85	49.39	0.951
nya_Latn-kea_Latn	9.80	27.55	0.807
cym_Latn-bul_Cyrl	41.16	58.38	0.989
tzm_Tfng-wol_Latn	4.59	22.95	1.203
ayr_Latn-mri_Latn	8.46	28.54	0.936
tha_Thai-kaz_Cyrl	21.96	40.73	0.973
lus_Latn-hin_Deva	16.73	32.29	0.919
mya_Mymr-mal_Mlym	23.62	38.80	0.967
sun_Latn-bjn_Latn	19.49	45.42	0.942
tzm_Tfng-bul_Cyrl	16.20	35.10	1.001
cym_Latn-wol_Latn	7.59	27.56	1.153
knc_Latn-kaz_Cyrl	11.21	28.29	1.006
sun_Latn-ibo_Latn	16.63	37.08	0.907
dik_Latn-lua_Latn	5.56	26.15	1.008
slv_Latn-swe_Latn	33.56	53.05	0.989
nld_Latn-ltz_Latn	24.24	44.74	0.969
ilo_Latn-run_Latn	14.90	38.38	1.091
sat_Beng-run_Latn	7.89	29.48	1.104
kac_Latn-ory_Orya	12.53	25.76	0.964
ukr_Cyrl-pbt_Arab	17.70	34.09	1.018
bod_Tibt-min_Latn	8.27	30.95	0.974
ssw_Latn-yue_Hant	9.07	12.53	0.785
zsm_Latn-tam_Taml	29.95	48.28	0.961
rus_Cyrl-tat_Cyrl	30.45	48.05	1.009
ceb_Latn-tam_Taml	27.86	45.77	0.991
pol_Latn-kir_Cyrl	21.91	40.85	1.047
lug_Latn-tsn_Latn	15.06	37.31	0.872
tel_Telu-hye_Armn	30.93	45.31	0.925
gaz_Latn-eus_Latn	15.66	37.23	0.962
vie_Latn-mos_Latn	5.33	22.50	1.023
ibo_Latn-xho_Latn	14.90	37.49	1.013
prs_Arab-ory_Orya	22.80	39.05	0.950
jav_Latn-hun_Latn	26.06	44.84	0.963
lim_Latn-zul_Latn	21.45	44.02	0.958
ary_Arab-crh_Latn	16.48	36.60	0.976
mri_Latn-nld_Latn	20.45	41.99	1.007
bjn_Arab-yor_Latn	7.05	20.33	1.160
mos_Latn-lij_Latn	8.63	23.51	1.071
tuk_Latn-ars_Arab	19.46	33.24	0.931
ukr_Cyrl-hrv_Latn	31.78	51.69	0.992
isl_Latn-bho_Deva	15.33	33.99	0.919
mni_Beng-ary_Arab	13.10	29.03	0.966
vie_Latn-mkd_Cyrl	30.30	50.56	0.975
yor_Latn-lvs_Latn	14.88	34.30	0.919
bod_Tibt-fao_Latn	9.25	28.10	0.980
mkd_Cyrl-est_Latn	29.32	50.40	0.984
hau_Latn-eus_Latn	18.53	40.27	0.964
arz_Arab-khk_Cyrl	22.24	39.88	0.994
quy_Latn-fon_Latn	3.58	16.52	1.102
fon_Latn-slv_Latn	10.17	27.88	0.945
tam_Taml-lvs_Latn	22.47	43.70	0.967
nno_Latn-hye_Armn	31.69	46.16	0.947
aeb_Arab-sun_Latn	13.74	38.30	1.018
knc_Arab-shn_Mymr	1.89	15.05	0.920
bak_Cyrl-twi_Latn	10.78	33.27	0.998
hrv_Latn-ssw_Latn	15.58	39.58	1.015
san_Deva-uzn_Latn	14.27	34.64	0.994
fon_Latn-fra_Latn	12.99	30.34	0.938
awa_Deva-kir_Cyrl	23.32	41.87	1.031
bem_Latn-hun_Latn	19.18	37.54	1.007
heb_Hebr-npi_Deva	22.97	41.29	0.976
srp_Cyrl-zho_Hans	25.17	21.42	0.899
bos_Latn-tam_Taml	29.02	47.58	0.959
urd_Arab-tpi_Latn	14.18	39.08	0.784
nob_Latn-tir_Ethi	13.94	22.51	1.013
kea_Latn-lin_Latn	18.35	44.15	1.019
nld_Latn-lmo_Latn	7.20	29.46	0.880
kor_Hang-zul_Latn	18.39	41.61	0.974
mos_Latn-rus_Cyrl	11.05	26.62	1.004
ast_Latn-khk_Cyrl	22.67	39.95	0.961
als_Latn-ltg_Latn	26.48	44.97	0.999
shn_Mymr-bul_Cyrl	21.70	40.72	1.018
ind_Latn-crh_Latn	22.45	42.40	0.983
swe_Latn-sat_Beng	12.53	20.67	0.817
arb_Arab-lvs_Latn	27.63	48.31	0.973
bam_Latn-tir_Ethi	8.99	16.35	1.008
apc_Arab-hin_Deva	27.85	46.83	0.944
bug_Latn-kab_Latn	9.19	27.05	1.016
mos_Latn-vec_Latn	7.62	25.40	0.980
nus_Latn-tgk_Cyrl	12.86	30.19	0.959
kik_Latn-mag_Deva	16.14	32.01	0.989
vie_Latn-fij_Latn	20.50	44.64	0.984
som_Latn-nso_Latn	19.75	43.16	0.981
shn_Mymr-wol_Latn	5.87	25.12	1.235
mri_Latn-jav_Latn	16.81	41.15	0.970
war_Latn-bul_Cyrl	38.59	55.55	0.994
sin_Sinh-tso_Latn	17.00	42.68	1.067
aka_Latn-pbt_Arab	11.38	26.79	1.047
kan_Knda-tir_Ethi	14.07	22.25	1.017
srp_Cyrl-jav_Latn	22.31	48.25	0.948
ben_Beng-fon_Latn	4.77	19.32	1.061
ace_Latn-isl_Latn	19.85	36.45	0.955
por_Latn-hye_Armn	35.07	49.10	0.947
fra_Latn-guj_Gujr	28.71	45.01	0.982
kmr_Latn-sag_Latn	7.67	31.43	0.962
epo_Latn-zsm_Latn	34.24	58.35	0.975
guj_Gujr-arb_Arab	30.94	46.33	0.944
grn_Latn-tir_Ethi	10.60	18.15	1.007
taq_Latn-kmb_Latn	3.21	21.54	0.970
scn_Latn-fij_Latn	19.65	44.23	1.014
aka_Latn-hrv_Latn	17.15	36.33	0.959
war_Latn-wol_Latn	8.19	28.25	1.132
sot_Latn-kea_Latn	10.83	29.10	0.856
bul_Cyrl-lua_Latn	7.31	33.14	1.089
acq_Arab-tsn_Latn	20.24	44.27	0.980
ita_Latn-arb_Arab	31.07	46.18	0.983
pbt_Arab-bak_Cyrl	22.45	40.81	1.007
zul_Latn-fon_Latn	5.76	21.25	1.040
afr_Latn-fij_Latn	21.89	46.07	0.987
bod_Tibt-grn_Latn	6.00	24.16	1.036
kor_Hang-sna_Latn	13.30	37.36	0.951
eus_Latn-kin_Latn	18.97	42.30	1.001
kmr_Latn-por_Latn	27.08	46.74	0.980
mri_Latn-zho_Hans	18.26	16.96	0.935
tgl_Latn-aeb_Arab	17.46	33.04	0.974
mag_Deva-eus_Latn	23.86	46.43	0.972
dzo_Tibt-tpi_Latn	9.33	33.62	0.748
ace_Arab-hin_Deva	11.49	26.40	1.001
bod_Tibt-zho_Hant	5.21	6.80	0.619
kea_Latn-plt_Latn	19.55	45.68	1.052
bjn_Latn-hye_Armn	28.25	42.99	0.929
lim_Latn-sna_Latn	15.65	38.88	0.932
srp_Cyrl-nld_Latn	29.17	51.14	1.026
cat_Latn-gaz_Latn	11.07	35.80	1.017
lua_Latn-azj_Latn	11.61	28.72	0.918
lin_Latn-sot_Latn	13.76	37.60	0.912
cat_Latn-apc_Arab	26.98	41.92	0.968
npi_Deva-uig_Arab	16.53	31.05	0.987
nus_Latn-vie_Latn	15.89	32.74	0.948
cjk_Latn-wol_Latn	3.87	20.08	1.128
nso_Latn-kea_Latn	10.63	28.35	0.828
bak_Cyrl-dyu_Latn	1.83	17.33	0.943
knc_Arab-lao_Laoo	2.47	12.81	1.112
lij_Latn-ace_Arab	3.25	10.88	0.887
scn_Latn-mos_Latn	4.80	21.54	1.060
ban_Latn-yor_Latn	10.95	24.69	1.055
cjk_Latn-bul_Cyrl	10.76	27.10	0.938
scn_Latn-mkd_Cyrl	31.61	51.48	0.962
bel_Cyrl-kea_Latn	12.20	34.32	0.968
pap_Latn-ayr_Latn	7.08	30.39	1.064
min_Latn-pan_Guru	26.24	39.73	0.944
kir_Cyrl-tat_Cyrl	22.18	39.72	0.946
ajp_Arab-fur_Latn	25.94	45.93	0.967
afr_Latn-mos_Latn	5.80	23.37	1.041
tuk_Latn-san_Deva	6.23	23.47	0.993
bod_Tibt-azb_Arab	1.88	16.02	1.036
ell_Grek-yor_Latn	8.21	23.40	1.121
afr_Latn-mkd_Cyrl	37.59	56.87	0.967
tgk_Cyrl-hat_Latn	19.32	42.86	1.040
fao_Latn-afr_Latn	26.92	48.77	0.963
sna_Latn-tam_Taml	19.85	37.04	0.928
tgk_Cyrl-lus_Latn	10.68	34.45	1.104
knc_Latn-urd_Arab	10.51	26.80	1.017
kbp_Latn-run_Latn	8.37	27.88	0.993
kmr_Latn-tum_Latn	7.15	27.85	0.796
yue_Hant-sin_Sinh	23.23	32.24	0.833
tsn_Latn-sin_Sinh	18.79	27.99	0.770
twi_Latn-fuv_Latn	4.08	21.52	1.127
mar_Deva-prs_Arab	22.39	42.78	1.002
mni_Beng-xho_Latn	12.59	36.12	1.047
lit_Latn-kas_Arab	12.50	27.00	0.931
tha_Thai-urd_Arab	19.90	38.09	0.957
kea_Latn-asm_Beng	18.59	32.05	1.001
ibo_Latn-ary_Arab	12.89	28.70	0.918
zho_Hant-slk_Latn	20.77	39.90	0.985
nld_Latn-glg_Latn	28.03	49.83	0.948
lin_Latn-ltg_Latn	15.23	33.01	0.978
lim_Latn-hau_Latn	22.63	45.75	0.970
fao_Latn-ceb_Latn	23.21	47.20	0.962
ace_Arab-eng_Latn	11.03	34.33	1.287
rus_Cyrl-som_Latn	13.11	37.46	0.988
fuv_Latn-ita_Latn	10.56	29.09	0.991
swh_Latn-crh_Latn	20.87	40.51	0.975
pol_Latn-guj_Gujr	23.50	39.67	0.960
ydd_Hebr-spa_Latn	25.15	47.04	0.928
vec_Latn-scn_Latn	21.80	44.23	0.973
umb_Latn-ajp_Arab	7.17	19.70	0.819
vec_Latn-mni_Beng	21.76	33.59	0.987
tur_Latn-dzo_Tibt	11.42	32.67	0.980
nya_Latn-kbp_Latn	9.94	27.33	0.921
ayr_Latn-scn_Latn	7.37	23.92	0.929
ayr_Latn-mni_Beng	9.83	20.48	0.901
xho_Latn-quy_Latn	4.86	25.34	0.913
kmb_Latn-ltz_Latn	9.92	27.61	0.955
quy_Latn-bem_Latn	5.30	26.51	0.922
pag_Latn-awa_Deva	12.11	25.94	0.894
bod_Tibt-aka_Latn	4.47	24.15	0.914
azj_Latn-ewe_Latn	11.57	33.70	1.029
guj_Gujr-tsn_Latn	20.02	43.91	0.972
ceb_Latn-szl_Latn	23.71	40.68	0.980
ukr_Cyrl-cjk_Latn	2.83	23.05	0.969
dyu_Latn-tpi_Latn	6.32	27.43	0.741
acq_Arab-arb_Arab	46.31	62.82	0.950
amh_Ethi-kas_Arab	12.83	27.21	0.911
ita_Latn-tsn_Latn	19.37	43.71	1.010
kat_Geor-ajp_Arab	21.04	37.12	0.975
kmr_Latn-ukr_Cyrl	21.80	39.47	0.961
pag_Latn-bos_Latn	19.89	39.11	0.871
zsm_Latn-szl_Latn	25.47	42.23	0.956
kmr_Latn-deu_Latn	22.23	42.90	0.944
tpi_Latn-swe_Latn	24.30	43.83	0.983
ssw_Latn-hye_Armn	19.57	33.07	0.828
uig_Arab-ast_Latn	18.06	41.24	0.994
mai_Deva-mya_Mymr	14.36	28.46	0.845
jpn_Jpan-hun_Latn	23.86	42.72	0.979
tel_Telu-yue_Hant	12.44	14.54	0.838
asm_Beng-ace_Arab	3.80	14.67	1.000
smo_Latn-npi_Deva	15.05	29.37	0.949
luo_Latn-ibo_Latn	9.98	27.04	0.863
cat_Latn-bam_Latn	7.50	28.68	1.025
spa_Latn-amh_Ethi	21.99	30.47	1.044
glg_Latn-mar_Deva	23.11	41.05	0.978
swe_Latn-ckb_Arab	21.10	41.97	1.004
bos_Latn-szl_Latn	28.68	45.39	0.974
kin_Latn-kat_Geor	23.61	39.41	0.926
mag_Deva-heb_Hebr	34.14	49.03	0.973
ory_Orya-ayr_Latn	6.80	30.16	1.097
oci_Latn-run_Latn	18.39	41.37	1.039
tir_Ethi-gla_Latn	15.82	38.35	0.973
nno_Latn-yue_Hant	14.09	15.47	0.856
kmr_Latn-kor_Hang	15.29	22.64	1.030
gle_Latn-als_Latn	30.08	50.23	0.965
tur_Latn-cat_Latn	35.79	54.65	0.987
luo_Latn-bjn_Latn	11.59	34.77	0.944
kmb_Latn-lmo_Latn	4.75	21.65	0.851
kon_Latn-nus_Latn	11.03	23.42	0.954
knc_Latn-prs_Arab	9.96	27.80	1.025
slk_Latn-run_Latn	16.12	38.98	1.029
ajp_Arab-kan_Knda	28.54	45.31	0.997
ron_Latn-sin_Sinh	29.65	38.28	0.896
fuv_Latn-pap_Latn	10.27	28.73	0.961
sin_Sinh-ell_Grek	27.98	42.69	0.917
ace_Latn-bjn_Arab	2.99	9.70	0.855
srd_Latn-taq_Tfng	5.26	16.39	0.943
kor_Hang-hau_Latn	18.70	43.02	0.999
awa_Deva-guj_Gujr	30.50	46.59	0.971
run_Latn-bak_Cyrl	18.04	35.96	1.004
uzn_Latn-tzm_Tfng	11.98	23.51	0.960
tuk_Latn-luo_Latn	10.99	34.22	0.950
pan_Guru-acm_Arab	10.23	27.31	1.455
hye_Armn-azj_Latn	22.50	41.32	0.946
tha_Thai-prs_Arab	19.77	40.63	1.013
mar_Deva-urd_Arab	24.57	43.13	0.948
plt_Latn-quy_Latn	4.87	26.14	0.997
nob_Latn-lij_Latn	24.68	42.71	1.009
urd_Arab-prs_Arab	23.10	43.48	1.002
dyu_Latn-kaz_Cyrl	7.99	22.39	0.975
swe_Latn-yor_Latn	8.74	24.38	1.134
ace_Arab-ary_Arab	8.42	22.99	1.012
kbp_Latn-lmo_Latn	4.68	21.77	0.875
lao_Laoo-kin_Latn	20.64	43.81	0.972
hne_Deva-urd_Arab	26.47	45.74	0.966
mlt_Latn-aeb_Arab	20.59	36.67	0.955
por_Latn-crh_Latn	24.27	44.10	0.998
ckb_Arab-cjk_Latn	2.96	23.07	0.975
apc_Arab-xho_Latn	17.21	42.53	1.056
ayr_Latn-uzn_Latn	8.30	24.73	0.925
snd_Arab-urd_Arab	26.64	45.30	0.964
xho_Latn-uig_Arab	14.88	29.31	0.931
azj_Latn-zul_Latn	17.18	40.89	1.015
vec_Latn-uzn_Latn	24.05	44.89	0.972
gle_Latn-dzo_Tibt	10.56	32.26	1.001
taq_Tfng-tsn_Latn	6.39	26.96	1.010
pes_Arab-fur_Latn	24.93	44.57	0.938
ces_Latn-taq_Tfng	4.29	15.07	0.863
asm_Beng-tuk_Latn	15.01	34.48	0.955
hat_Latn-pbt_Arab	16.44	32.25	1.006
kam_Latn-ben_Beng	11.21	21.52	0.886
hat_Latn-hrv_Latn	27.65	47.83	0.962
lin_Latn-mar_Deva	15.89	32.65	0.884
nus_Latn-ell_Grek	14.02	28.70	0.931
rus_Cyrl-acq_Arab	13.75	25.79	0.984
aeb_Arab-kan_Knda	25.85	42.36	0.992
bjn_Latn-crh_Latn	19.06	38.75	0.972
bam_Latn-lij_Latn	12.09	27.91	1.040
kbp_Latn-ltz_Latn	9.91	27.86	0.960
ayr_Latn-dik_Latn	3.38	18.28	1.293
ibo_Latn-hin_Deva	20.78	37.78	0.893
epo_Latn-acm_Arab	15.46	33.23	1.288
san_Deva-mri_Latn	13.29	36.23	0.974
vec_Latn-dik_Latn	4.47	22.44	1.376
rus_Cyrl-knc_Latn	4.99	23.90	1.009
nob_Latn-vec_Latn	18.66	42.52	1.024
gle_Latn-cat_Latn	35.40	54.37	1.002
tur_Latn-als_Latn	30.53	50.91	0.962
crh_Latn-sin_Sinh	28.99	37.84	0.923
nob_Latn-rus_Cyrl	30.80	48.22	0.993
bjn_Arab-sat_Beng	10.38	19.17	0.878
tum_Latn-arb_Arab	17.38	32.26	0.929
mos_Latn-tir_Ethi	6.73	12.72	0.931
asm_Beng-nno_Latn	16.80	38.62	0.958
fon_Latn-lin_Latn	9.63	33.49	0.961
cat_Latn-lit_Latn	30.16	50.68	0.998
bam_Latn-rus_Cyrl	15.03	31.72	1.007
lmo_Latn-mal_Mlym	29.87	44.40	0.981
bam_Latn-vec_Latn	9.59	29.44	1.034
ltz_Latn-sna_Latn	16.21	40.25	0.953
min_Latn-npi_Deva	21.41	39.62	1.014
kea_Latn-fra_Latn	40.83	57.78	0.987
tgk_Cyrl-kon_Latn	15.38	41.26	0.979
glg_Latn-ltg_Latn	26.73	44.98	0.999
plt_Latn-uig_Arab	10.06	23.76	0.890
lus_Latn-xho_Latn	10.09	31.37	1.018
kea_Latn-slv_Latn	29.43	48.95	0.982
hye_Armn-ars_Arab	22.38	37.71	0.868
dik_Latn-knc_Arab	5.09	6.87	1.031
ltg_Latn-mal_Mlym	29.06	44.06	0.967
fao_Latn-war_Latn	20.05	44.20	1.000
lvs_Latn-ssw_Latn	14.34	38.92	1.033
hne_Deva-prs_Arab	25.57	45.90	1.003
eng_Latn-pbt_Arab	23.19	39.55	0.999
mkd_Cyrl-tam_Taml	28.53	47.13	0.953
ban_Latn-ckb_Arab	17.02	37.54	1.029
afr_Latn-ydd_Hebr	15.46	35.56	1.006
sun_Latn-ace_Latn	10.11	34.84	0.898
