direction	spBLEU	chrF++	len_ratio
luo_Latn-kor_Hang	11.04	18.83	0.965
lin_Latn-arb_Arab	21.81	37.11	0.900
tel_Telu-cjk_Latn	2.85	22.80	0.993
hau_Latn-tam_Taml	22.51	40.85	0.950
zho_Hans-bel_Cyrl	21.61	37.05	0.938
lin_Latn-tsn_Latn	17.26	40.51	0.924
zho_Hans-jpn_Jpan	16.89	22.36	0.986
yue_Hant-twi_Latn	9.67	31.24	0.960
tsn_Latn-twi_Latn	11.76	33.74	0.982
ita_Latn-mar_Deva	21.51	39.22	0.971
kor_Hang-mal_Mlym	26.37	40.95	0.969
tso_Latn-rus_Cyrl	22.79	39.29	0.932
sin_Sinh-oci_Latn	23.61	44.06	0.919
afr_Latn-kin_Latn	23.68	47.14	1.018
ace_Latn-kon_Latn	14.65	39.36	0.966
yor_Latn-fra_Latn	23.39	41.57	0.987
kor_Hang-tel_Telu	26.44	41.63	0.969
tam_Taml-fra_Latn	32.43	52.82	1.067
ewe_Latn-fuv_Latn	3.63	19.85	1.012
fon_Latn-lvs_Latn	8.81	26.22	0.929
arb_Arab-fra_Latn	38.88	58.84	1.067
tat_Cyrl-kea_Latn	10.69	30.25	0.842
tso_Latn-nso_Latn	18.65	42.09	0.959
mar_Deva-sin_Sinh	29.87	38.28	0.884
tel_Telu-lvs_Latn	24.25	45.19	0.951
fin_Latn-ast_Latn	23.54	47.21	1.022
wol_Latn-tir_Ethi	8.80	16.12	1.045
tsn_Latn-urd_Arab	16.36	33.43	0.934
yue_Hant-urd_Arab	19.43	37.63	0.944
cjk_Latn-tam_Taml	9.60	24.12	0.911
eng_Latn-fra_Latn	57.04	70.60	0.995
jpn_Jpan-fuv_Latn	3.14	20.54	1.072
kon_Latn-eus_Latn	13.41	33.99	0.920
urd_Arab-sin_Sinh	29.75	38.52	0.909
fuv_Latn-tsn_Latn	9.74	31.41	0.993
run_Latn-cym_Latn	26.56	43.72	0.982
fon_Latn-cjk_Latn	2.31	20.49	0.935
snd_Arab-sin_Sinh	31.24	40.14	0.947
oci_Latn-ewe_Latn	14.02	36.42	1.045
kin_Latn-tat_Cyrl	20.83	38.59	0.974
fuv_Latn-arb_Arab	12.10	26.23	0.985
cym_Latn-tel_Telu	33.59	49.33	0.974
wol_Latn-cym_Latn	19.53	36.28	1.009
lvs_Latn-arb_Arab	29.34	44.68	0.948
cym_Latn-mal_Mlym	33.69	48.11	0.981
lvs_Latn-tsn_Latn	18.77	43.11	0.988
ast_Latn-tso_Latn	20.37	44.43	1.004
kon_Latn-hau_Latn	11.80	33.75	0.939
sin_Sinh-zho_Hans	18.96	17.26	0.796
zho_Hans-swh_Latn	22.37	46.43	1.011
ace_Latn-yue_Hant	10.11	12.49	0.846
run_Latn-tir_Ethi	10.76	18.55	0.963
ast_Latn-vie_Latn	35.73	53.22	0.972
kik_Latn-fuv_Latn	3.86	20.58	1.120
fin_Latn-rus_Cyrl	32.18	49.12	0.984
fin_Latn-nso_Latn	17.70	42.99	1.030
tel_Telu-isl_Latn	24.78	42.80	1.038
kin_Latn-twi_Latn	12.13	34.63	0.992
hau_Latn-run_Latn	14.34	36.64	1.049
fon_Latn-isl_Latn	9.88	26.16	0.958
zho_Hans-fin_Latn	22.67	44.70	1.034
mal_Mlym-vie_Latn	32.61	51.28	0.986
tsn_Latn-tat_Cyrl	17.88	35.44	0.959
yue_Hant-tat_Cyrl	22.24	40.25	0.975
tso_Latn-ast_Latn	20.15	41.54	0.980
vie_Latn-yor_Latn	9.41	24.16	1.101
afr_Latn-pes_Arab	30.55	46.83	0.981
cjk_Latn-run_Latn	6.18	24.94	1.015
bel_Cyrl-ace_Latn	6.01	29.71	0.980
nso_Latn-ace_Latn	9.26	32.62	0.906
mal_Mlym-tso_Latn	16.17	43.09	1.157
tat_Cyrl-por_Latn	30.81	50.62	0.965
pes_Arab-kik_Latn	10.42	31.68	0.929
pes_Arab-snd_Arab	22.39	39.57	1.031
isl_Latn-tsn_Latn	18.45	42.12	0.965
ace_Latn-lin_Latn	16.26	40.87	0.993
oci_Latn-bul_Cyrl	41.59	59.76	1.030
kin_Latn-urd_Arab	19.46	37.45	0.933
tat_Cyrl-kor_Hang	19.23	27.39	0.948
oci_Latn-wol_Latn	7.33	28.37	1.287
isl_Latn-arb_Arab	26.44	42.05	0.925
twi_Latn-bul_Cyrl	21.87	39.59	0.974
rus_Cyrl-snd_Arab	20.71	37.91	1.044
rus_Cyrl-kik_Latn	10.83	32.40	0.936
jpn_Jpan-tam_Taml	24.00	42.60	0.952
twi_Latn-wol_Latn	6.23	25.08	1.168
cjk_Latn-fuv_Latn	2.36	17.01	1.133
bul_Cyrl-cym_Latn	40.01	56.40	0.996
isl_Latn-twi_Latn	11.69	33.83	0.986
fra_Latn-tir_Ethi	14.89	23.16	1.000
lvs_Latn-urd_Arab	22.00	40.37	0.953
kon_Latn-kea_Latn	7.20	23.97	0.778
lin_Latn-tat_Cyrl	18.40	35.92	0.941
fin_Latn-oci_Latn	25.81	46.29	0.932
tso_Latn-zho_Hans	17.43	16.26	0.793
eng_Latn-pes_Arab	35.30	50.73	0.973
fon_Latn-afr_Latn	10.16	30.19	0.927
hin_Deva-luo_Latn	12.20	36.20	0.979
sin_Sinh-ast_Latn	21.49	44.91	1.004
kor_Hang-ace_Latn	7.12	30.35	0.933
kin_Latn-tsn_Latn	19.93	43.32	0.958
tel_Telu-afr_Latn	29.70	52.08	0.964
kik_Latn-run_Latn	11.09	32.17	1.040
isl_Latn-urd_Arab	19.53	37.29	0.937
zho_Hans-ayr_Latn	5.99	29.24	1.154
yor_Latn-pes_Arab	16.85	33.66	0.924
hau_Latn-fuv_Latn	4.47	22.00	1.059
tam_Taml-pes_Arab	25.02	41.96	0.966
kin_Latn-arb_Arab	24.90	40.40	0.926
fuv_Latn-tat_Cyrl	9.82	25.05	1.009
arb_Arab-pes_Arab	28.15	45.00	0.988
luo_Latn-ewe_Latn	10.59	30.26	0.910
lvs_Latn-twi_Latn	11.13	33.86	0.989
ewe_Latn-tam_Taml	14.71	32.38	0.865
vie_Latn-kon_Latn	17.02	42.91	0.995
tat_Cyrl-eus_Latn	20.11	42.24	0.927
afr_Latn-fra_Latn	45.94	63.05	1.032
tat_Cyrl-hau_Latn	16.16	39.81	0.960
tel_Telu-eng_Latn	35.49	61.82	1.268
nso_Latn-mal_Mlym	22.48	37.45	0.922
twi_Latn-ewe_Latn	12.28	33.31	0.997
bel_Cyrl-mal_Mlym	22.27	37.44	1.002
tam_Taml-kin_Latn	18.20	42.29	1.020
fuv_Latn-twi_Latn	6.74	25.81	1.032
arb_Arab-kin_Latn	21.15	45.66	1.028
nso_Latn-tel_Telu	23.75	38.97	0.916
bel_Cyrl-tel_Telu	21.95	37.23	0.951
ace_Latn-yor_Latn	10.26	23.74	1.067
yor_Latn-kin_Latn	14.75	36.68	0.970
tel_Telu-hin_Deva	30.72	48.42	0.935
sin_Sinh-nso_Latn	17.29	42.48	1.016
lin_Latn-urd_Arab	16.49	33.43	0.899
lvs_Latn-tat_Cyrl	26.66	44.55	1.000
snd_Arab-mar_Deva	24.21	42.97	0.969
vie_Latn-lin_Latn	18.46	45.60	1.051
mal_Mlym-fon_Latn	4.69	19.39	1.089
sin_Sinh-rus_Cyrl	28.45	45.61	0.974
fin_Latn-zho_Hans	19.52	18.39	0.764
urd_Arab-mar_Deva	22.52	40.78	0.954
tso_Latn-oci_Latn	21.93	40.41	0.886
jpn_Jpan-run_Latn	14.20	36.22	0.982
fra_Latn-cym_Latn	41.98	57.75	1.007
ast_Latn-fon_Latn	4.72	17.90	1.153
luo_Latn-wol_Latn	6.16	23.99	1.092
fuv_Latn-urd_Arab	8.54	24.69	1.072
luo_Latn-bul_Cyrl	19.21	36.65	0.913
bul_Cyrl-tir_Ethi	14.45	22.93	1.015
ewe_Latn-run_Latn	10.92	31.45	0.972
isl_Latn-tat_Cyrl	22.02	39.62	0.972
mar_Deva-ita_Latn	26.64	48.00	0.934
snd_Arab-ita_Latn	26.44	48.04	0.951
vie_Latn-yue_Hant	12.48	15.21	0.835
kon_Latn-kor_Hang	9.87	17.85	0.981
lin_Latn-twi_Latn	11.57	33.36	0.956
yue_Hant-tsn_Latn	16.70	40.50	0.943
fon_Latn-hin_Deva	10.63	24.90	0.872
kik_Latn-tam_Taml	15.66	31.71	0.929
urd_Arab-ita_Latn	26.46	47.97	0.936
ita_Latn-sin_Sinh	28.31	36.75	0.890
eng_Latn-kin_Latn	26.45	49.68	1.013
kon_Latn-por_Latn	20.84	38.86	0.919
fon_Latn-eng_Latn	11.76	33.06	1.210
cym_Latn-ace_Latn	10.34	34.78	0.958
tsn_Latn-arb_Arab	22.60	37.77	0.921
yue_Hant-arb_Arab	24.61	40.46	0.910
mal_Mlym-ast_Latn	22.89	46.01	1.005
ita_Latn-urd_Arab	22.50	40.90	0.984
eus_Latn-fra_Latn	34.50	53.48	1.019
kik_Latn-bul_Cyrl	21.69	39.44	0.983
tat_Cyrl-tel_Telu	24.60	39.98	0.886
kik_Latn-wol_Latn	5.60	23.87	1.266
mar_Deva-tsn_Latn	19.16	43.19	0.958
tso_Latn-vie_Latn	27.52	44.79	0.939
kor_Hang-kea_Latn	12.12	32.97	0.883
tat_Cyrl-mal_Mlym	24.69	38.48	0.888
vie_Latn-lvs_Latn	25.22	46.01	0.969
bel_Cyrl-hau_Latn	14.52	40.44	1.065
mar_Deva-arb_Arab	30.06	45.30	0.931
nso_Latn-hau_Latn	19.01	41.66	0.982
wol_Latn-swh_Latn	15.57	37.47	0.963
fuv_Latn-sin_Sinh	12.97	22.29	0.964
urd_Arab-tsn_Latn	19.09	42.89	0.955
snd_Arab-arb_Arab	30.32	45.90	0.951
luo_Latn-tam_Taml	14.16	29.99	0.785
kea_Latn-kin_Latn	19.82	43.12	1.029
snd_Arab-tsn_Latn	19.74	43.50	0.959
zho_Hans-cym_Latn	29.45	48.13	1.044
urd_Arab-arb_Arab	29.87	45.65	0.941
tsn_Latn-ita_Latn	21.21	41.22	0.929
yue_Hant-ita_Latn	23.37	44.73	0.909
twi_Latn-run_Latn	12.33	34.05	1.062
ita_Latn-twi_Latn	12.02	34.98	1.024
swh_Latn-kin_Latn	18.53	42.96	1.047
run_Latn-bel_Cyrl	17.16	32.36	0.888
oci_Latn-fuv_Latn	3.49	21.33	1.209
run_Latn-jpn_Jpan	10.21	17.94	1.022
ace_Latn-afr_Latn	21.86	43.43	0.948
lin_Latn-sin_Sinh	19.06	28.68	0.760
vie_Latn-cjk_Latn	3.29	23.35	0.985
kon_Latn-ace_Latn	6.67	28.46	0.898
cym_Latn-por_Latn	44.26	61.82	0.990
bul_Cyrl-ayr_Latn	6.02	29.77	1.140
tsn_Latn-mar_Deva	15.43	31.71	0.905
yue_Hant-mar_Deva	17.51	35.11	0.907
tir_Ethi-fra_Latn	24.69	45.12	1.051
jpn_Jpan-ewe_Latn	11.54	32.76	0.973
cym_Latn-kor_Hang	23.48	31.69	0.994
wol_Latn-fin_Latn	12.88	32.68	1.004
por_Latn-kin_Latn	23.63	46.99	1.012
fin_Latn-vie_Latn	33.68	52.11	0.993
ayr_Latn-fra_Latn	13.54	29.72	1.005
swh_Latn-pes_Arab	26.64	43.03	0.961
ace_Latn-hin_Deva	20.77	36.97	0.932
kik_Latn-ewe_Latn	9.81	28.83	0.985
tel_Telu-yor_Latn	9.94	24.41	1.066
ast_Latn-rus_Cyrl	31.79	48.56	0.960
ita_Latn-tat_Cyrl	25.98	44.10	1.015
run_Latn-fin_Latn	18.82	39.59	0.986
ace_Latn-eng_Latn	30.35	51.29	1.087
luo_Latn-run_Latn	11.26	31.63	0.944
ast_Latn-nso_Latn	22.87	46.50	0.974
ewe_Latn-wol_Latn	6.04	23.92	1.068
kin_Latn-ita_Latn	23.37	43.74	0.930
ewe_Latn-bul_Cyrl	17.19	34.78	0.908
fra_Latn-ayr_Latn	6.89	30.58	1.122
isl_Latn-sin_Sinh	22.66	31.62	0.819
wol_Latn-jpn_Jpan	9.78	14.64	0.997
fin_Latn-tso_Latn	18.34	44.40	1.065
wol_Latn-bel_Cyrl	12.57	27.30	0.898
por_Latn-pes_Arab	29.63	45.67	0.985
hin_Deva-snd_Arab	26.12	42.50	1.021
hin_Deva-kik_Latn	10.57	32.02	0.939
cym_Latn-kea_Latn	18.80	39.21	0.905
kin_Latn-mar_Deva	17.77	35.44	0.919
lvs_Latn-sin_Sinh	25.25	34.14	0.844
kor_Hang-por_Latn	28.65	49.42	0.981
run_Latn-swh_Latn	19.37	42.40	0.934
nso_Latn-eus_Latn	20.21	41.60	0.966
mal_Mlym-nso_Latn	18.68	43.89	1.015
bel_Cyrl-eus_Latn	17.22	40.59	1.024
kea_Latn-pes_Arab	28.34	44.50	0.981
vie_Latn-isl_Latn	24.59	42.66	1.029
zho_Hans-tir_Ethi	11.48	20.66	1.082
fon_Latn-yor_Latn	6.71	19.44	1.064
jpn_Jpan-wol_Latn	5.48	24.53	1.141
sin_Sinh-fon_Latn	4.17	18.91	1.091
twi_Latn-tam_Taml	18.65	36.32	0.945
jpn_Jpan-bul_Cyrl	29.00	47.73	0.990
mal_Mlym-rus_Cyrl	30.03	46.97	0.999
rus_Cyrl-luo_Latn	11.21	35.17	0.983
cym_Latn-hau_Latn	25.96	49.38	1.028
kin_Latn-sin_Sinh	23.57	33.18	0.855
lvs_Latn-mar_Deva	19.64	37.33	0.938
snd_Arab-tat_Cyrl	25.15	43.42	0.999
kon_Latn-mal_Mlym	14.23	27.43	0.857
oci_Latn-tam_Taml	31.38	50.29	1.014
tir_Ethi-pes_Arab	19.27	36.43	0.922
kon_Latn-tel_Telu	14.62	26.86	0.795
vie_Latn-afr_Latn	28.27	50.75	0.980
urd_Arab-tat_Cyrl	24.28	42.68	0.989
pes_Arab-luo_Latn	11.85	35.76	0.951
run_Latn-ayr_Latn	5.36	27.87	1.113
ast_Latn-oci_Latn	31.62	51.07	0.920
ace_Latn-cjk_Latn	3.31	22.47	0.972
bul_Cyrl-jpn_Jpan	15.83	23.05	0.955
ayr_Latn-kin_Latn	8.83	27.95	0.968
cjk_Latn-ewe_Latn	6.40	24.87	1.007
bul_Cyrl-bel_Cyrl	25.67	40.88	0.905
tel_Telu-kon_Latn	15.31	42.08	1.037
fra_Latn-fin_Latn	29.69	49.96	1.015
mar_Deva-tat_Cyrl	24.99	43.25	0.995
isl_Latn-ita_Latn	26.65	46.79	0.923
fon_Latn-kon_Latn	9.59	33.83	0.932
lvs_Latn-ita_Latn	28.99	49.96	0.955
kor_Hang-eus_Latn	19.08	41.34	0.928
ace_Latn-lvs_Latn	17.56	37.35	0.960
fra_Latn-swh_Latn	26.93	50.11	0.971
mal_Mlym-oci_Latn	25.26	45.62	0.933
eus_Latn-pes_Arab	19.87	36.88	0.962
nso_Latn-kor_Hang	12.36	23.83	1.067
bel_Cyrl-kor_Hang	16.23	24.26	1.013
tso_Latn-fon_Latn	5.88	20.96	0.984
isl_Latn-mar_Deva	18.55	35.55	0.921
bel_Cyrl-por_Latn	23.92	46.39	1.024
luo_Latn-fuv_Latn	4.06	20.13	0.982
nso_Latn-por_Latn	32.45	50.68	0.969
tat_Cyrl-ace_Latn	7.70	31.75	0.910
hau_Latn-ewe_Latn	13.46	35.00	1.014
kea_Latn-fra_Latn	41.13	57.91	0.997
fon_Latn-lin_Latn	10.10	33.68	0.970
snd_Arab-urd_Arab	26.47	45.25	0.967
lin_Latn-mar_Deva	15.70	32.42	0.883
ast_Latn-zho_Hans	23.93	20.78	0.870
sin_Sinh-vie_Latn	31.58	50.38	0.972
bul_Cyrl-swh_Latn	26.81	50.71	0.979
bel_Cyrl-kea_Latn	12.09	34.12	0.966
cjk_Latn-bul_Cyrl	10.90	27.10	0.956
nso_Latn-kea_Latn	10.53	28.32	0.825
cjk_Latn-wol_Latn	3.72	19.96	1.202
twi_Latn-fuv_Latn	4.23	21.21	1.076
tsn_Latn-sin_Sinh	19.06	28.15	0.767
yue_Hant-sin_Sinh	21.40	30.45	0.777
ita_Latn-arb_Arab	31.08	46.15	0.986
ace_Latn-isl_Latn	19.93	36.59	0.985
sin_Sinh-tso_Latn	14.68	41.91	1.213
eus_Latn-kin_Latn	18.90	42.55	1.009
oci_Latn-run_Latn	18.27	41.38	1.036
mar_Deva-urd_Arab	24.54	43.00	0.949
kor_Hang-hau_Latn	18.38	42.94	1.019
fuv_Latn-ita_Latn	10.50	28.95	0.991
tel_Telu-yue_Hant	12.39	14.68	0.836
ita_Latn-tsn_Latn	19.17	43.66	1.018
lin_Latn-ita_Latn	21.83	41.48	0.915
vie_Latn-hin_Deva	26.77	44.97	0.957
snd_Arab-twi_Latn	11.06	33.51	1.033
fon_Latn-yue_Hant	5.74	8.02	0.846
vie_Latn-eng_Latn	38.86	61.20	1.088
por_Latn-fra_Latn	46.68	63.55	1.023
urd_Arab-twi_Latn	11.28	33.69	0.984
tir_Ethi-kin_Latn	14.92	37.85	0.992
fin_Latn-fon_Latn	4.78	20.03	1.060
swh_Latn-fra_Latn	37.36	54.90	1.004
ayr_Latn-pes_Arab	9.45	23.59	0.939
fra_Latn-jpn_Jpan	16.96	24.62	1.000
wol_Latn-ayr_Latn	5.58	27.25	1.096
mal_Mlym-zho_Hans	21.50	18.77	0.844
hau_Latn-wol_Latn	7.15	26.60	1.162
hau_Latn-bul_Cyrl	28.17	46.25	0.985
bul_Cyrl-fin_Latn	28.17	48.87	0.997
mar_Deva-twi_Latn	11.48	34.27	0.983
fuv_Latn-mar_Deva	9.26	23.46	0.995
tel_Telu-lin_Latn	16.74	44.28	1.040
cym_Latn-eus_Latn	25.86	47.75	1.014
fra_Latn-bel_Cyrl	24.96	40.22	0.913
luo_Latn-ita_Latn	17.17	36.58	0.907
hin_Deva-tel_Telu	32.47	47.68	0.958
hau_Latn-twi_Latn	12.15	34.16	0.988
kik_Latn-tsn_Latn	12.85	33.90	0.941
kin_Latn-run_Latn	17.21	39.78	1.017
mar_Deva-wol_Latn	6.49	26.82	1.164
mar_Deva-bul_Cyrl	34.77	52.84	0.984
yue_Hant-tam_Taml	23.36	41.87	0.927
tsn_Latn-tam_Taml	20.60	38.57	0.932
fra_Latn-yor_Latn	9.09	24.46	1.126
hin_Deva-mal_Mlym	31.52	45.92	0.976
run_Latn-kon_Latn	14.43	41.23	0.987
cjk_Latn-urd_Arab	5.82	20.17	1.168
kik_Latn-arb_Arab	18.35	33.28	0.947
tir_Ethi-tso_Latn	14.04	39.52	1.077
zho_Hans-afr_Latn	23.53	47.10	0.998
urd_Arab-bul_Cyrl	33.89	52.18	0.984
urd_Arab-wol_Latn	6.00	25.99	1.155
wol_Latn-lin_Latn	13.90	38.07	1.003
eng_Latn-rus_Cyrl	42.42	57.60	0.967
tir_Ethi-vie_Latn	24.77	43.71	0.940
snd_Arab-wol_Latn	6.11	26.34	1.212
snd_Arab-bul_Cyrl	33.95	52.40	0.991
rus_Cyrl-hau_Latn	19.21	43.71	1.013
eng_Latn-nso_Latn	25.95	50.37	1.032
tel_Telu-ayr_Latn	6.17	29.83	1.205
lvs_Latn-fuv_Latn	3.59	21.43	1.080
yor_Latn-rus_Cyrl	18.64	35.58	0.941
ace_Latn-cym_Latn	27.85	43.89	0.985
hau_Latn-urd_Arab	18.29	35.59	0.987
arb_Arab-rus_Cyrl	32.88	49.83	0.996
fon_Latn-ayr_Latn	4.19	25.31	1.103
isl_Latn-fuv_Latn	4.24	21.55	1.072
tam_Taml-rus_Cyrl	27.38	45.04	1.017
luo_Latn-mar_Deva	10.97	25.50	0.797
tam_Taml-nso_Latn	18.38	43.62	1.026
tso_Latn-fra_Latn	27.54	45.78	1.015
arb_Arab-nso_Latn	20.14	45.82	1.039
cjk_Latn-twi_Latn	5.37	24.13	1.002
yor_Latn-nso_Latn	15.99	38.76	0.948
eus_Latn-vie_Latn	31.06	49.72	0.979
pes_Arab-kea_Latn	15.50	36.65	0.893
afr_Latn-oci_Latn	34.71	53.76	0.945
sin_Sinh-kin_Latn	17.47	41.57	1.023
wol_Latn-yue_Hant	7.87	10.20	0.860
eus_Latn-tso_Latn	17.49	43.13	1.055
mar_Deva-ewe_Latn	13.42	35.28	0.983
ewe_Latn-arb_Arab	15.49	30.61	0.859
run_Latn-yue_Hant	9.52	13.08	0.806
cjk_Latn-tat_Cyrl	7.91	22.60	0.973
twi_Latn-mar_Deva	14.48	30.22	0.919
ewe_Latn-tsn_Latn	13.04	35.55	0.891
ace_Latn-tir_Ethi	12.02	19.06	0.987
sin_Sinh-pes_Arab	20.64	37.75	0.971
yue_Hant-run_Latn	13.89	35.77	0.955
tsn_Latn-run_Latn	14.20	36.54	1.059
urd_Arab-ewe_Latn	12.94	34.60	0.981
pes_Arab-kor_Hang	21.08	29.53	0.972
tat_Cyrl-kik_Latn	9.06	30.24	0.884
tat_Cyrl-snd_Arab	19.23	35.15	1.008
pes_Arab-por_Latn	34.28	54.34	0.992
tam_Taml-ast_Latn	20.68	43.91	1.016
kin_Latn-tam_Taml	23.41	41.92	0.932
lin_Latn-fuv_Latn	4.67	21.88	1.032
arb_Arab-ast_Latn	24.87	49.58	1.044
snd_Arab-ewe_Latn	13.16	34.91	1.008
oci_Latn-sin_Sinh	34.56	42.84	0.994
yor_Latn-ast_Latn	14.85	35.87	0.988
kea_Latn-fon_Latn	4.99	19.43	1.128
hau_Latn-tat_Cyrl	19.65	37.22	0.972
rus_Cyrl-eus_Latn	21.86	44.15	0.962
nso_Latn-luo_Latn	13.00	35.77	0.971
bel_Cyrl-luo_Latn	9.21	33.44	0.996
twi_Latn-ita_Latn	18.16	37.69	0.930
bul_Cyrl-yor_Latn	8.59	23.93	1.140
eng_Latn-ast_Latn	35.02	57.23	1.001
fin_Latn-fra_Latn	37.89	56.43	1.014
run_Latn-lin_Latn	16.42	42.43	0.997
swh_Latn-fon_Latn	5.79	21.31	1.036
ayr_Latn-vie_Latn	13.09	28.51	0.928
afr_Latn-zho_Hans	23.30	20.68	0.810
wol_Latn-kon_Latn	12.89	37.22	0.969
zho_Hans-eng_Latn	32.07	56.23	1.069
ayr_Latn-tso_Latn	8.72	29.79	1.014
por_Latn-fon_Latn	5.57	20.68	1.050
jpn_Jpan-arb_Arab	25.31	40.80	0.941
zho_Hans-hin_Deva	23.64	41.89	0.969
jpn_Jpan-tsn_Latn	15.98	39.78	0.946
jpn_Jpan-twi_Latn	9.57	31.03	0.955
vie_Latn-cym_Latn	36.28	53.24	1.012
afr_Latn-ast_Latn	29.10	52.19	1.020
fon_Latn-jpn_Jpan	6.99	11.66	0.977
fon_Latn-bel_Cyrl	8.82	23.22	0.853
isl_Latn-tam_Taml	23.56	41.75	0.943
pes_Arab-eus_Latn	22.09	44.26	0.936
fra_Latn-yue_Hant	12.94	15.41	0.833
ewe_Latn-urd_Arab	12.67	28.65	0.869
oci_Latn-ita_Latn	34.18	54.71	0.976
zho_Hans-lvs_Latn	21.28	42.28	0.993
fuv_Latn-run_Latn	7.39	27.43	1.090
ita_Latn-ewe_Latn	13.74	35.93	1.027
tso_Latn-pes_Arab	20.52	36.86	0.932
eng_Latn-zho_Hans	27.87	23.62	0.815
eus_Latn-fon_Latn	5.16	19.57	1.090
kik_Latn-tat_Cyrl	15.20	32.19	1.013
jpn_Jpan-urd_Arab	19.89	37.94	0.954
rus_Cyrl-kor_Hang	21.56	29.55	0.972
twi_Latn-sin_Sinh	18.57	27.30	0.810
yue_Hant-fuv_Latn	3.23	20.62	1.104
tsn_Latn-fuv_Latn	4.56	21.86	1.047
tir_Ethi-fon_Latn	4.30	18.12	1.025
wol_Latn-yor_Latn	8.62	22.40	1.137
lin_Latn-run_Latn	14.94	36.70	0.980
yor_Latn-zho_Hans	14.75	14.53	0.853
rus_Cyrl-por_Latn	34.71	54.33	0.999
tam_Taml-zho_Hans	20.09	17.99	0.847
arb_Arab-zho_Hans	21.71	18.93	0.822
lvs_Latn-tam_Taml	26.16	44.71	0.962
tel_Telu-bel_Cyrl	22.05	37.34	0.886
ewe_Latn-twi_Latn	9.77	30.88	0.921
bul_Cyrl-kon_Latn	15.92	42.92	1.013
fra_Latn-lin_Latn	19.26	46.37	1.030
oci_Latn-mar_Deva	25.04	43.88	1.014
zho_Hans-cjk_Latn	2.23	21.27	1.062
fin_Latn-kin_Latn	18.14	42.81	1.050
hin_Deva-ace_Latn	7.94	32.65	0.908
tel_Telu-jpn_Jpan	16.30	22.87	0.957
kor_Hang-luo_Latn	10.92	34.39	0.977
swh_Latn-tso_Latn	22.03	46.62	1.018
rus_Cyrl-kea_Latn	13.97	35.22	0.898
por_Latn-vie_Latn	39.30	56.50	0.999
fuv_Latn-tam_Taml	11.55	28.57	1.017
luo_Latn-sin_Sinh	11.71	20.49	0.613
cjk_Latn-tsn_Latn	8.04	28.93	0.916
tel_Telu-fin_Latn	23.80	45.69	1.072
bul_Cyrl-lin_Latn	17.93	45.79	1.027
fra_Latn-kon_Latn	16.64	43.71	1.008
ewe_Latn-tat_Cyrl	13.20	29.90	0.925
run_Latn-yor_Latn	6.79	21.94	1.132
isl_Latn-run_Latn	15.12	37.53	1.046
kon_Latn-snd_Arab	12.86	26.81	0.984
kon_Latn-kik_Latn	8.34	28.68	0.840
kik_Latn-urd_Arab	12.74	29.41	1.050
cjk_Latn-arb_Arab	9.63	22.97	0.865
eng_Latn-oci_Latn	41.27	59.42	0.929
fin_Latn-pes_Arab	24.12	41.04	0.999
por_Latn-tso_Latn	21.33	46.85	1.054
ita_Latn-bul_Cyrl	35.99	54.81	1.036
swh_Latn-vie_Latn	35.32	52.67	0.967
fon_Latn-swh_Latn	9.84	31.01	0.892
ita_Latn-wol_Latn	7.08	27.54	1.188
ayr_Latn-fon_Latn	3.64	15.90	1.104
sin_Sinh-fra_Latn	32.26	52.88	1.084
cym_Latn-luo_Latn	13.79	37.02	0.988
jpn_Jpan-tat_Cyrl	22.87	40.80	1.002
tel_Telu-swh_Latn	26.55	49.95	0.947
tam_Taml-oci_Latn	23.92	44.27	0.944
fon_Latn-fin_Latn	8.91	27.79	0.940
arb_Arab-oci_Latn	29.06	49.59	0.973
zho_Hans-isl_Latn	22.60	41.12	1.032
vie_Latn-tir_Ethi	13.71	22.12	1.031
yor_Latn-oci_Latn	16.53	34.98	0.907
pes_Arab-hau_Latn	21.66	45.97	1.003
kea_Latn-vie_Latn	37.35	54.37	0.998
lvs_Latn-run_Latn	14.67	37.68	1.043
hau_Latn-arb_Arab	25.10	40.42	0.956
afr_Latn-nso_Latn	24.11	48.76	1.026
lin_Latn-tam_Taml	20.08	38.12	0.881
kin_Latn-fuv_Latn	4.46	21.96	1.053
bul_Cyrl-yue_Hant	12.33	14.82	0.822
kea_Latn-tso_Latn	19.86	44.84	1.049
hau_Latn-tsn_Latn	18.75	42.14	0.960
kik_Latn-twi_Latn	5.46	22.13	1.002
afr_Latn-rus_Cyrl	36.27	52.65	0.980
tso_Latn-kin_Latn	15.92	39.23	1.020
tir_Ethi-rus_Cyrl	21.15	38.69	0.955
eng_Latn-vie_Latn	45.01	61.19	0.988
ayr_Latn-ast_Latn	9.36	26.72	0.944
swh_Latn-oci_Latn	27.49	46.74	0.922
lin_Latn-bul_Cyrl	24.47	42.49	0.957
lin_Latn-wol_Latn	7.85	26.95	1.092
lvs_Latn-ewe_Latn	12.72	34.49	1.020
bul_Cyrl-lvs_Latn	29.41	49.92	0.962
tir_Ethi-nso_Latn	15.66	39.64	0.981
hau_Latn-ita_Latn	23.10	43.47	0.952
luo_Latn-twi_Latn	9.42	29.74	0.898
fra_Latn-isl_Latn	28.65	46.42	1.029
cym_Latn-snd_Arab	23.93	41.14	1.033
cym_Latn-kik_Latn	9.93	29.40	1.005
eng_Latn-tso_Latn	26.48	50.58	1.022
